Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Needs_External_Levers,BTS_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Problem_Type,Category
ACT Reading,4.0,2.0,5.0,-57.0,False,12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,7.0,4.0,57.0,On Track,Test Prep
Math 3,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,High School
CogAT,1.0,2.0,1.0,57.0,True,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,,,,Supply Problem (No Util Data),Test Prep
Middle School Social Studies,35.0,0.0,42.0,-100.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,47.0,15.0,32.0,On Track (Low Util),Middle School
ACT English,3.0,2.0,3.0,-12.0,False,17.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,5.0,3.0,60.0,On Track,Test Prep
VTNE,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Professional/Cert
French Immersion,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),Language
Guitar,3.0,1.0,4.0,-70.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,0.0,0.0,On Track (Low Util),Arts & Music
AP Psychology,8.0,1.0,10.0,-88.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,9.0,3.0,33.0,On Track (Low Util),AP
NCLEX-PN,2.0,1.0,2.0,-33.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,33.0,On Track (Low Util),Professional/Cert
Earth Science,15.0,1.0,18.0,-93.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,10.0,1.0,10.0,On Track (Low Util),High School
Mandarin Chinese 2,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,33.0,On Track (Low Util),Language
Microbiology,6.0,1.0,8.0,-84.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,50.0,On Track,College
Chemistry 2,2.0,2.0,3.0,-31.0,False,12.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,,1.0,1.0,0.0,0.0,On Track (Low Util),College
Functions,2.0,1.0,2.0,-33.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,On Track (Low Util),High School
CFA - Level 1,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),Professional/Cert
CompTIA Security+,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),Professional/Cert
Thermodynamics,3.0,1.0,4.0,-67.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Music Theory,8.0,1.0,9.0,-87.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,On Track (Low Util),Arts & Music
Business Statistics,2.0,1.0,3.0,-57.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,25.0,On Track (Low Util),College
Physical Chemistry,4.0,2.0,5.0,-61.0,False,11.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,,1.0,,,,On Track,College
Math 1,4.0,1.0,5.0,-67.0,False,10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,67.0,On Track,High School
Elementary Social Studies,42.0,1.0,50.0,-98.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,1.0,51.0,17.0,33.0,On Track (Low Util),Elementary
Statistics Graduate Level,1.0,2.0,2.0,37.0,True,12.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,33.0,Utilization Problem,College
COMLEX,2.0,1.0,2.0,-33.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Test Prep
IB Physics,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,IB
AP European History,3.0,1.0,3.0,-46.0,False,10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,On Track (Low Util),AP
AP Physics 2,3.0,1.0,3.0,-62.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,On Track,AP
Genetics,6.0,1.0,7.0,-83.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,On Track (Low Util),College
SSAT- Upper Level,7.0,1.0,8.0,-85.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,19.0,12.0,63.0,On Track,Test Prep
German 1,1.0,1.0,2.0,-25.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),Language
ISEE- Middle Level,5.0,1.0,6.0,-81.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,15.0,11.0,73.0,On Track,Test Prep
PANCE,2.0,1.0,2.0,-33.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,On Track (Low Util),Test Prep
Environmental Science,5.0,1.0,6.0,-79.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,100.0,On Track,Other
Polish,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Language
PMP,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),Professional/Cert
ARDMS - Sonography Principals and Instruments (SPI),1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Professional/Cert
Data Analysis,2.0,1.0,3.0,-56.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,50.0,On Track,College
Computer Game Design,2.0,1.0,2.0,-33.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Technology
Discrete Math,3.0,1.0,3.0,-62.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),College
Physical Science,8.0,1.0,10.0,-82.0,False,10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,1.0,,,,On Track,High School
Data Structures,2.0,1.0,3.0,-60.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,On Track (Low Util),College
Marketing,10.0,1.0,13.0,-90.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,3.0,38.0,On Track (Low Util),College
Latin 2,2.0,1.0,2.0,-43.0,False,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,On Track (Low Util),Language
Pathophysiology,6.0,1.0,8.0,-85.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,8.0,2.0,25.0,On Track (Low Util),College
Cell Biology,7.0,1.0,8.0,-86.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,0.0,0.0,On Track (Low Util),College
Grade 12 Physics,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,High School
GED Math,4.0,1.0,5.0,-87.0,False,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,9.0,6.0,67.0,On Track,Test Prep
PRAXIS Core Math,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),Professional/Cert
Ukrainian,1.0,2.0,1.0,71.0,True,12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,,,,Supply Problem (No Util Data),Language
Autodesk Revit,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,100.0,On Track,Arts & Music
High School Computer Science,6.0,1.0,8.0,-85.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,2.0,22.0,On Track (Low Util),High School
ISEE- Upper Level,5.0,1.0,6.0,-80.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,14.0,10.0,71.0,On Track,Test Prep
Social Work,4.0,1.0,5.0,-78.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,0.0,0.0,On Track (Low Util),College
College Business,10.0,1.0,12.0,-90.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,9.0,4.0,44.0,On Track (Low Util),College
Machine Learning,4.0,1.0,5.0,-78.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,33.0,On Track (Low Util),College
AP Physics C: Electricity and Magnetism,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,AP
Philosophy,4.0,1.0,4.0,-71.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,On Track (Low Util),College
Singing,2.0,1.0,2.0,-33.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Arts & Music
GRE Quantitative,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Test Prep
CPA REG,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Professional/Cert
Video Game Design,2.0,2.0,2.0,5.0,False,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,,,,On Track,Technology
High School Economics,6.0,2.0,7.0,-64.0,False,14.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,6.0,2.0,33.0,On Track (Low Util),High School
SQL,6.0,1.0,7.0,-83.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,8.0,4.0,50.0,On Track,College
MAP,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Test Prep
Graphic Design,10.0,1.0,13.0,-90.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,10.0,3.0,30.0,On Track (Low Util),Arts & Music
Contract Law,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,On Track (Low Util),College
Animation,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Arts & Music
Autodesk Fusion 360,1.0,1.0,1.0,43.0,True,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,Utilization Problem,Arts & Music
Finite Mathematics,1.0,1.0,2.0,-25.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,On Track,College
IB French,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,On Track,IB
Data Science,7.0,1.0,9.0,-86.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,8.0,3.0,38.0,On Track (Low Util),College
Project Management/PMP,2.0,1.0,2.0,-33.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),Professional/Cert
Microsoft Word,9.0,1.0,10.0,-84.0,False,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,25.0,On Track (Low Util),Technology
Sociology,4.0,1.0,5.0,-78.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Neuroscience,7.0,1.0,8.0,-85.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,On Track (Low Util),College
Algorithms,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,On Track (Low Util),College
Civil Engineering,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,100.0,On Track,College
Voice,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Arts & Music
R Programming,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),College
Public Health,4.0,1.0,5.0,-75.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Algebra Regents,2.0,1.0,3.0,-60.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Test Prep
Biostatistics,2.0,1.0,3.0,-57.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,On Track (Low Util),College
Web Development,5.0,1.0,6.0,-80.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,100.0,On Track,College
Logic,2.0,1.0,2.0,-33.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Web Design,4.0,1.0,5.0,-75.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,67.0,On Track,College
Molecular Biology,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Personal Finance,6.0,1.0,7.0,-83.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Chemical Engineering,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Photoshop,4.0,1.0,5.0,-78.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,33.0,On Track (Low Util),Arts & Music
Fluid Mechanics,1.0,1.0,2.0,-25.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,On Track (Low Util),College
Minecraft,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,100.0,On Track,Technology
Econometrics,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),College
PSAT Mathematics,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,100.0,On Track,Test Prep
ANCC - Family Nurse Practitioner Certification (FNP),1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Professional/Cert
Enrichment,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Other
MCAT Chemical and Physical Foundations of Biological Systems,1.0,1.0,2.0,-20.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,50.0,On Track,Test Prep
HTML,4.0,1.0,5.0,-76.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,50.0,On Track,College
Roblox,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,100.0,On Track,Technology
Legal Writing,2.0,1.0,2.0,-33.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,On Track (Low Util),College
College Political Science,3.0,1.0,4.0,-67.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,On Track (Low Util),College
ACT Science,4.0,1.0,4.0,-71.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,100.0,On Track,Test Prep
AP Research,4.0,1.0,5.0,-77.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,On Track (Low Util),AP
Microsoft Power BI,2.0,1.0,2.0,-40.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,50.0,On Track,Technology
LSAT Logical Reasoning,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,33.0,On Track (Low Util),Test Prep
Aerospace Engineering,2.0,1.0,2.0,-40.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),College
Astronomy,2.0,1.0,2.0,-33.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,On Track (Low Util),Other
MATLAB,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Photography,3.0,1.0,3.0,-62.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),Arts & Music
Hebrew,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Language
Inorganic Chemistry,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,On Track,College
Architecture,2.0,1.0,2.0,-33.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,75.0,On Track,Other
Civil Procedure,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,On Track (Low Util),College
Painting,5.0,1.0,6.0,-81.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,8.0,4.0,50.0,On Track,Arts & Music
Managerial Economics,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),College
German 2,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Language
Linux,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,On Track (Low Util),College
Expository Writing,20.0,1.0,23.0,-95.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,13.0,3.0,23.0,On Track (Low Util),College
Information Technology,6.0,1.0,7.0,-83.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Software,1.0,2.0,1.0,114.0,True,15.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,50.0,True Supply Problem,College
ISEE- Primary,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,On Track (Low Util),Test Prep
GMAT Quantitative Reasoning,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Test Prep
Tableau,2.0,1.0,3.0,-60.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,50.0,On Track,Technology
Medical Terminology,13.0,1.0,16.0,-92.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,10.0,0.0,0.0,On Track (Low Util),College
Biomedical Engineering,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,100.0,On Track,College
Series 10,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Professional/Cert
Analytical Chemistry,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Heat Transfer,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Latin 4,1.0,2.0,1.0,100.0,True,14.0,1.0,1.0,0.0,1.0,2.0,4.0,5.0,,0.0,,,,Supply Problem (No Util Data),Language
High School Geography,3.0,1.0,4.0,-70.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,20.0,On Track (Low Util),High School
Police Officer Exam,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),Professional/Cert
Series 24,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Professional/Cert
High School Government,19.0,1.0,23.0,-95.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,16.0,7.0,44.0,On Track (Low Util),High School
Materials Science,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Criminal Law,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,On Track (Low Util),College
AP Seminar,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,AP
Biomechanics,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Quantum Physics,3.0,1.0,4.0,-67.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Kinesiology,1.0,1.0,2.0,-20.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,On Track (Low Util),College
International Business,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Nutrition,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),College
Data Management,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,On Track (Low Util),College
Agricultural Science,2.0,1.0,2.0,-36.0,False,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,0.0,0.0,On Track (Low Util),College
Real Analysis,3.0,1.0,4.0,-67.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Operating Systems,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,On Track (Low Util),College
Ethics,6.0,1.0,7.0,-83.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Discrete Structures,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Autodesk Maya,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Arts & Music
Supply Chain Management,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),College
IB Business & Management,3.0,1.0,3.0,-64.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,50.0,On Track,IB
European History,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,High School
Immunology,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
Computer Architecture,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,On Track (Low Util),College
Sketchup,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,100.0,On Track,Arts & Music
High School Level American Literature,8.0,1.0,10.0,-88.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,High School
Relational Databases,4.0,1.0,5.0,-75.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,50.0,On Track,College
IB Extended Essay,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,50.0,On Track,IB
CISSP,2.0,1.0,2.0,-33.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),Professional/Cert
Theology,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
C,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
AP Art History,5.0,1.0,6.0,-79.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,On Track (Low Util),AP
Quantitative Methods,1.0,1.0,2.0,-25.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,On Track (Low Util),College
Cooking,2.0,1.0,2.0,-33.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Other
Trumpet,1.0,1.0,1.0,0.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Arts & Music
Audio Engineering,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,Arts & Music
Cardiology,2.0,1.0,2.0,-50.0,False,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,On Track,College
